id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9
10779,1,0,0,1,3,0,7,0,9,4
10780,1,2,1,0,0,3,4,5,0,2
10781,1,0,1,3,3,4,5,8,4,1
10782,1,2,1,3,3,6,0,3,4,7
10783,0,0,3,2,3,2,2,5,1,10
10784,1,2,0,1,0,5,0,6,5,4
10785,0,1,3,2,1,0,3,3,4,2
10786,1,2,3,3,2,6,1,2,1,4
10787,0,1,1,3,4,1,5,1,1,9
10788,1,2,3,1,1,0,3,5,2,8
10789,1,1,2,1,4,2,7,7,4,3
10790,0,0,3,4,5,5,6,6,5,8
10791,0,1,0,3,1,1,6,3,8,9
10792,1,0,2,4,4,5,5,7,2,10
10793,0,1,3,3,5,1,2,6,1,5
10794,1,1,0,4,0,4,0,3,7,4
10795,0,0,2,0,3,5,7,8,8,2
10796,1,2,1,2,1,3,1,2,4,2
10797,1,1,2,0,0,0,3,8,1,9
10798,1,0,0,3,0,3,0,0,6,3
10799,0,2,3,3,4,4,2,3,4,7
10800,0,1,2,3,3,1,3,7,4,3
10801,1,1,2,3,2,6,4,8,5,6
10802,1,2,2,4,1,6,1,1,3,5
10803,0,0,3,3,5,1,6,7,7,8
10804,1,0,2,3,5,3,6,4,0,7
10805,0,0,2,4,1,5,7,8,2,10
10806,0,2,1,1,5,3,4,6,3,4
10807,0,0,3,4,5,3,2,4,4,8
10808,1,0,1,3,5,1,5,6,3,10
10809,0,1,3,3,4,0,3,1,4,2
10810,0,0,1,3,3,0,3,1,9,8
10811,0,2,2,3,3,2,7,2,1,1
10812,1,1,0,4,0,4,5,8,2,2
10813,0,1,1,4,4,5,5,4,5,3
10814,1,2,2,2,4,1,1,3,5,0
10815,0,2,1,2,4,3,1,3,6,0
10816,1,0,0,0,4,4,2,2,3,2
10817,1,2,3,2,1,3,2,4,8,7
10818,0,0,1,2,4,0,5,5,6,7
10819,0,1,3,3,5,2,6,4,0,10
10820,0,0,1,3,3,0,3,0,7,2
10821,1,2,0,1,1,0,2,4,7,2
10822,0,2,3,2,5,0,2,6,1,7
10823,0,2,2,0,3,0,1,4,3,9
10824,1,2,1,3,3,1,7,3,8,0
10825,0,0,3,2,4,0,6,5,0,6
10826,1,2,0,2,4,0,4,7,1,0
10827,1,2,2,3,3,5,1,8,5,5
10828,1,0,3,3,3,3,1,4,0,10
10829,0,1,0,3,1,5,2,1,3,4
10830,0,1,0,0,5,0,3,6,0,0
10831,1,0,3,2,5,5,0,0,9,1
10832,0,0,3,0,3,6,1,6,5,9
10833,1,1,1,3,3,2,3,2,8,7
10834,1,0,1,1,5,4,6,1,8,10
10835,0,0,0,0,4,3,0,4,5,8
10836,1,2,2,0,5,3,6,5,2,6
10837,0,0,3,0,1,6,6,7,8,0
10838,1,1,0,2,2,0,1,2,5,9
10839,0,0,2,3,2,3,0,4,4,7
10840,1,0,3,0,2,4,4,2,6,2
10841,1,0,2,0,1,2,2,4,1,8
10842,0,2,3,0,5,2,5,7,2,2
10843,0,2,1,2,3,4,7,3,5,3
10844,0,1,3,0,3,5,6,1,9,2
10845,0,0,2,1,5,2,0,3,2,2
10846,0,1,3,3,1,5,7,8,2,0
10847,1,2,0,2,2,6,1,3,9,2
10848,0,0,3,3,5,2,4,2,8,10
10849,0,2,2,4,4,2,5,5,1,0
10850,1,1,3,4,2,2,2,1,7,5
10851,0,1,0,2,5,4,5,0,5,9
10852,1,1,0,1,2,3,2,7,9,9
10853,1,2,0,4,5,6,5,8,1,9
10854,1,0,0,3,3,1,6,1,0,10
10855,1,0,2,2,3,6,7,5,7,5
10856,0,1,3,3,3,5,7,6,9,0
10857,1,1,1,2,1,0,1,1,9,4
10858,1,0,0,2,3,3,5,5,5,7
10859,1,0,0,2,5,0,6,2,0,1
10860,0,0,3,4,4,5,0,4,7,5
10861,0,1,3,2,3,3,6,2,9,5
10862,1,0,2,2,3,3,3,4,5,9
10863,0,0,2,1,3,1,6,2,6,7
10864,1,2,3,0,5,1,1,1,2,3
10865,1,2,2,4,4,2,0,6,0,3
10866,0,2,0,1,2,1,4,8,9,2
10867,1,1,2,4,0,2,1,0,0,0
10868,0,2,0,2,0,2,4,8,3,3
10869,0,2,3,1,0,3,4,0,6,0
10870,0,0,2,1,1,2,4,8,9,9
10871,0,1,0,0,2,2,5,7,8,2
10872,1,0,3,2,2,4,7,8,4,8
10873,1,2,3,2,5,6,4,1,5,6
10874,1,0,3,1,5,2,0,4,1,6
10875,0,2,1,0,2,2,6,5,7,3
10876,0,0,2,0,4,4,3,4,3,7
10877,1,0,0,3,2,6,4,6,1,2
10878,1,0,0,0,4,0,0,3,7,5
10879,0,2,0,2,5,6,5,2,8,6
10880,0,1,1,4,3,3,1,8,7,4
10881,0,1,3,4,5,0,6,3,0,1
10882,0,2,2,3,4,1,0,1,3,2
10883,0,0,0,4,5,2,4,8,8,2
10884,1,0,3,1,4,2,6,6,9,0
10885,1,2,2,1,4,3,4,8,6,7
10886,0,0,1,1,5,5,4,6,7,10
10887,0,1,0,1,4,6,6,8,7,5
10888,1,0,2,2,5,5,3,6,9,7
10889,0,1,2,1,4,5,2,8,9,8
10890,1,0,0,3,5,2,5,1,8,0
10891,1,1,1,4,4,2,6,0,8,2
10892,1,0,0,2,4,0,6,6,7,10
10893,1,2,3,1,5,0,5,7,0,4
10894,0,0,0,4,3,2,3,0,0,1
10895,0,2,0,0,5,2,6,2,4,1
10896,0,1,1,1,2,3,4,8,0,2
10897,0,2,2,3,0,4,2,5,3,4
10898,0,1,3,1,0,0,7,7,1,5
10899,1,0,1,4,4,4,6,8,6,9
10900,0,2,1,0,5,6,5,6,9,6
10901,0,2,2,0,4,4,6,6,5,6
10902,0,2,2,0,4,6,5,1,1,2
10903,0,2,0,1,0,5,2,6,8,3
10904,1,1,3,4,3,4,5,0,4,10
10905,0,2,2,3,1,1,7,1,6,6
10906,0,0,1,0,5,6,5,0,8,3
10907,1,2,1,0,4,4,2,0,5,5
10908,1,1,1,0,1,4,2,0,1,10
10909,1,0,3,1,0,3,1,6,7,4
10910,0,1,2,2,5,3,3,3,3,6
10911,1,1,2,2,0,1,4,5,3,9
10912,1,1,2,1,4,3,6,8,3,3
10913,0,0,2,0,2,0,5,5,6,10
10914,0,2,1,1,2,2,5,0,8,9
10915,0,2,0,4,3,0,2,4,8,9
10916,0,2,1,3,3,4,2,1,9,9
10917,0,2,3,3,2,4,5,5,3,10
10918,0,2,0,0,5,4,0,5,2,6
10919,0,0,3,4,0,0,7,4,1,1
10920,0,0,2,4,4,3,6,8,0,4
10921,0,1,2,2,2,4,0,5,6,5
10922,1,1,3,0,2,6,3,0,1,2
10923,1,0,3,3,1,3,0,5,3,6
10924,0,2,2,4,2,4,4,2,5,6
10925,1,2,0,3,1,0,2,2,2,2
10926,1,1,1,4,5,2,5,2,1,10
10927,0,2,3,1,1,2,7,1,9,0
10928,1,0,0,0,2,3,7,6,4,7
10929,0,2,3,1,2,5,1,5,3,10
10930,1,0,1,3,4,3,7,8,4,4
10931,0,2,2,4,4,4,6,1,0,9
10932,1,0,2,4,2,1,2,0,7,4
10933,0,0,0,4,0,0,1,7,0,9
10934,1,2,1,4,4,4,2,6,6,6
10935,0,2,0,0,5,5,1,5,4,4
10936,0,2,3,4,3,2,5,7,3,0
10937,1,2,0,1,0,2,4,3,5,9
10938,0,2,1,0,5,2,5,8,3,4
10939,1,1,0,0,0,2,0,0,7,3
10940,0,1,3,1,1,0,6,6,4,0
10941,0,2,2,1,5,1,0,4,5,2
10942,0,1,2,3,2,5,4,7,9,0
10943,0,0,2,1,2,3,4,0,7,4
10944,0,1,2,3,4,5,0,5,9,4
10945,1,0,0,0,1,1,5,4,4,5
10946,0,2,2,1,1,3,1,1,2,3
10947,0,0,2,0,1,6,0,4,3,9
10948,1,1,0,3,1,2,0,3,3,4
10949,1,1,3,1,2,5,1,2,9,2
10950,0,1,0,1,5,4,7,5,3,9
10951,0,2,3,4,5,0,6,7,4,4
10952,0,1,2,2,1,0,4,4,4,10
10953,0,2,2,1,2,4,0,8,9,7
10954,1,2,0,3,5,1,0,5,8,10
10955,0,0,3,1,3,1,1,1,1,9
10956,1,0,3,0,3,0,5,2,9,4
10957,1,0,0,0,5,5,4,7,2,1
10958,1,2,3,4,1,0,1,2,9,10
10959,1,2,3,2,0,6,5,0,2,7
10960,1,1,2,2,4,2,2,6,5,8
10961,1,1,1,3,4,0,4,8,6,10
10962,0,0,0,4,2,1,2,8,8,1
10963,1,1,2,3,4,0,7,3,5,4
10964,1,0,0,3,3,2,6,7,6,2
10965,0,2,0,3,1,1,3,1,5,5
10966,1,2,1,3,3,0,5,2,2,5
10967,1,2,2,2,1,1,5,1,7,6
10968,0,0,1,2,5,4,3,0,4,6
10969,0,1,0,1,1,0,6,2,4,10
10970,1,1,2,1,4,1,4,5,1,7
10971,1,2,1,4,1,0,0,5,6,4
10972,1,0,1,4,3,0,1,7,2,2
10973,1,1,0,4,0,3,0,2,9,4
10974,1,0,2,3,3,0,0,4,7,1
10975,0,0,2,1,1,4,2,5,1,3
10976,1,0,2,4,4,1,5,8,4,8
10977,1,2,1,1,5,1,4,5,5,8
10978,0,2,2,2,3,4,7,7,3,6
10979,0,1,2,1,0,4,5,2,7,1
10980,0,0,1,1,5,6,0,4,6,5
10981,1,1,0,4,2,2,3,6,9,7
10982,0,1,3,2,0,4,7,7,3,0
10983,0,0,3,0,1,0,1,1,8,8
10984,0,1,2,3,4,6,3,0,3,1
10985,0,2,2,0,3,5,0,0,0,3
10986,1,2,3,4,5,6,1,1,1,10
10987,1,1,0,4,5,0,7,8,0,6
10988,1,2,1,2,4,0,3,7,3,8
10989,0,1,3,0,2,2,7,6,5,5
10990,1,2,2,0,2,5,6,2,7,4
10991,1,2,0,1,5,5,1,6,3,8
10992,0,0,2,2,2,1,5,5,7,0
10993,0,2,1,4,0,1,4,6,3,6
10994,1,1,0,3,2,1,7,1,8,9
10995,0,2,1,4,2,3,5,7,7,3
10996,1,0,1,4,5,1,3,2,2,7
10997,0,2,0,3,5,1,6,3,9,5
10998,0,0,3,3,0,2,6,6,9,8
10999,1,2,2,3,1,4,1,0,3,4
11000,0,1,1,0,5,5,2,1,3,9
11001,1,2,0,1,1,2,5,3,4,4
11002,0,0,3,1,0,4,1,4,6,2
11003,1,2,2,1,2,3,3,8,1,4
11004,0,2,1,3,3,4,1,8,0,5
11005,1,1,2,4,1,0,5,0,7,1
11006,0,2,3,2,0,3,7,3,4,3
11007,0,1,1,3,0,0,0,5,6,3
11008,0,0,1,4,4,0,6,4,1,8
11009,0,2,3,0,5,4,1,1,6,5
11010,0,1,3,0,4,1,0,1,9,8
11011,1,0,3,2,2,3,1,8,1,4
11012,0,0,2,2,4,0,6,2,7,4
11013,0,2,2,0,0,0,7,7,9,4
11014,0,0,0,1,0,2,3,3,8,2
11015,1,1,3,4,0,3,6,5,1,0
11016,1,0,3,4,3,0,7,5,7,9
11017,0,2,0,1,4,5,0,4,4,8
11018,0,2,2,2,2,2,6,6,9,6
11019,0,2,3,0,2,6,2,4,2,6
11020,0,0,1,0,0,3,1,4,2,0
11021,0,2,1,3,1,5,6,0,8,0
11022,0,1,0,0,0,6,5,5,6,2
11023,1,2,1,1,3,5,2,6,7,5
11024,1,0,0,0,1,5,2,3,3,6
11025,1,0,2,4,5,4,3,1,0,3
11026,0,2,2,2,3,4,7,0,1,3
11027,1,0,0,4,3,4,6,8,0,8
11028,0,2,1,4,0,3,1,1,6,3
11029,1,2,2,2,3,0,0,6,7,4
11030,0,2,0,0,3,3,0,2,3,4
11031,1,1,0,2,3,0,3,7,2,8
11032,0,1,1,0,2,3,7,1,0,2
11033,0,0,1,1,1,4,3,2,8,8
11034,1,0,2,0,0,2,3,7,4,9
11035,1,1,3,1,3,5,2,8,4,0
11036,0,1,1,3,4,6,0,4,3,5
11037,1,0,2,3,1,3,0,8,6,1
11038,0,2,2,0,2,2,0,6,0,3
11039,1,1,2,2,5,1,7,1,0,4
11040,0,2,2,4,4,4,1,0,6,8
11041,0,2,3,2,2,2,1,5,7,0
11042,1,1,2,3,5,3,2,6,4,5
11043,0,0,3,1,3,1,1,7,2,1
11044,1,2,0,3,5,5,2,6,4,0
11045,0,0,3,3,5,3,1,4,7,2
11046,0,0,3,4,4,4,7,6,2,0
11047,0,0,2,0,1,4,3,7,5,5
11048,1,1,2,3,4,1,3,6,6,8
11049,1,2,3,1,0,1,6,7,5,5
11050,0,1,2,2,5,5,4,3,0,9
11051,0,1,3,0,2,2,6,5,4,2
11052,1,0,1,2,5,1,5,6,0,10
11053,0,2,1,4,2,0,2,1,4,5
11054,0,1,0,2,5,1,5,4,8,5
11055,0,0,1,2,4,4,2,6,2,2
11056,1,0,2,0,3,1,7,3,8,0
11057,1,2,1,4,0,3,5,0,1,3
11058,0,0,2,1,0,5,7,0,9,0
11059,0,1,3,3,2,6,7,4,7,2
11060,0,0,0,4,0,1,0,4,8,8
11061,0,1,1,2,3,2,3,5,6,8
11062,1,1,3,3,3,0,4,3,2,9
11063,1,2,1,4,0,0,0,3,9,6
11064,0,1,3,2,2,2,1,7,9,5
11065,0,0,2,3,4,5,3,3,2,0
11066,1,0,2,4,2,2,5,5,0,3
11067,1,2,2,4,0,5,6,6,1,8
11068,1,0,0,1,3,6,2,0,5,6
11069,1,0,1,0,5,2,7,1,4,7
11070,1,1,3,3,1,4,1,2,4,10
11071,0,1,0,4,2,0,5,2,8,6
11072,1,1,2,1,2,4,6,3,9,1
11073,1,2,3,1,4,6,7,1,1,1
11074,1,2,3,4,3,4,1,8,9,2
11075,0,2,1,4,1,5,1,5,0,3
11076,0,1,0,3,3,6,5,7,8,6
11077,1,1,2,1,4,4,7,1,9,6
11078,0,2,0,0,4,6,2,5,3,9
11079,1,1,2,0,4,4,5,1,3,9
11080,1,0,2,4,0,3,3,1,1,4
11081,0,1,1,3,3,0,2,3,6,0
11082,1,0,2,1,3,6,1,6,9,6
11083,0,0,0,3,3,1,4,1,3,4
11084,0,0,0,0,2,4,1,0,0,5
11085,0,0,1,1,5,6,1,5,1,2
11086,1,1,2,2,0,3,7,4,2,8
11087,1,0,1,4,2,5,0,0,8,3
11088,1,1,0,2,2,3,4,1,6,6
11089,1,1,2,3,0,4,4,7,9,3
11090,0,0,0,1,1,2,2,2,2,8
11091,0,1,1,4,4,1,6,7,6,0
11092,0,0,2,3,0,3,2,8,8,9
11093,0,1,3,2,2,4,4,5,0,5
11094,0,2,2,2,1,6,0,3,3,0
11095,1,0,2,3,0,4,2,1,8,10
11096,0,1,3,2,5,4,6,3,9,10
11097,1,1,2,2,5,1,7,4,3,0
11098,1,1,2,2,4,4,7,4,8,7
11099,1,2,1,3,0,0,0,3,5,6
11100,1,2,0,2,2,2,4,8,1,8
11101,1,2,0,1,2,3,7,1,6,6
11102,1,2,1,0,0,3,7,7,9,0
11103,0,2,0,3,4,0,0,1,6,1
11104,0,1,1,4,1,0,0,7,2,4
11105,0,2,0,3,5,6,3,5,2,4
11106,0,0,1,2,5,3,1,4,0,0
11107,0,2,2,0,3,2,4,8,0,9
11108,1,2,2,4,3,6,0,0,1,10
11109,1,1,2,0,2,2,6,0,2,6
11110,0,0,2,0,2,3,1,3,2,8
11111,0,0,1,2,3,0,3,4,9,0
11112,1,1,3,4,2,0,5,1,5,2
11113,1,0,0,1,0,1,6,7,2,9
11114,0,2,1,2,5,2,5,5,0,10
11115,1,1,2,2,5,1,2,1,8,10
11116,1,0,0,2,4,1,1,7,0,9
11117,0,1,0,1,3,5,7,8,9,9
11118,1,1,1,3,3,1,5,4,7,4
11119,0,1,1,1,4,3,7,0,0,4
11120,1,1,3,4,0,1,4,3,8,5
11121,1,1,3,4,1,0,6,0,5,3
11122,1,0,2,4,2,0,4,6,9,8
11123,1,0,2,1,2,4,0,5,2,5
11124,1,2,0,1,1,6,0,2,8,0
11125,0,0,2,0,1,6,4,6,6,7
11126,0,2,1,0,3,1,4,1,3,1
11127,0,0,2,3,0,0,2,6,3,9
11128,0,2,1,3,3,6,1,3,6,10
11129,0,2,3,4,4,5,7,4,6,0
11130,0,0,2,4,5,6,0,0,9,0
11131,1,2,1,3,5,0,0,6,2,3
11132,0,1,3,2,5,6,1,0,8,5
11133,1,0,3,2,1,3,1,1,2,6
11134,1,0,0,4,2,0,4,8,3,7
11135,0,0,3,2,1,1,7,6,5,1
11136,0,2,0,1,2,4,2,1,8,0
11137,1,0,1,2,0,3,1,2,0,4
11138,0,0,3,4,3,3,2,5,7,7
11139,1,1,1,3,1,6,2,5,7,7
11140,0,1,1,2,2,1,5,7,4,8
11141,1,0,1,3,4,0,5,3,0,0
11142,1,2,1,3,2,2,0,0,9,3
11143,1,1,1,2,3,1,2,1,5,3
11144,1,2,3,0,5,2,1,4,6,1
11145,0,1,0,0,4,6,1,7,0,9
11146,0,1,3,2,4,4,7,0,1,5
11147,1,1,3,2,2,3,6,1,6,5
11148,1,2,3,4,5,3,3,8,5,1
11149,1,0,3,4,0,4,3,7,2,3
11150,1,0,1,4,3,6,5,7,9,8
11151,1,0,0,1,3,6,6,0,6,5
11152,0,1,3,4,0,5,5,2,5,8
11153,0,1,3,2,2,5,0,2,2,7
11154,0,0,1,1,4,0,7,7,9,8
11155,1,0,1,2,5,0,3,6,7,9
11156,1,2,3,0,3,1,3,7,5,7
11157,0,2,3,3,0,0,3,1,8,4
11158,1,1,3,4,3,5,4,8,2,4
11159,0,1,2,2,0,5,6,0,7,4
11160,1,1,1,4,1,1,4,6,7,8
11161,1,2,0,0,1,4,0,4,7,0
11162,0,1,1,1,3,3,1,0,2,10
11163,0,2,0,1,3,3,6,6,6,7
11164,1,0,2,4,0,5,7,3,9,8
11165,0,2,0,4,0,3,7,2,7,5
11166,1,1,0,4,0,6,7,2,6,1
11167,1,0,1,3,4,6,1,0,2,8
11168,1,0,1,3,3,6,7,2,8,10
11169,0,2,2,1,4,2,2,1,6,1
11170,1,0,1,3,5,3,3,2,2,0
11171,1,2,1,3,5,6,2,1,3,9
11172,1,1,1,0,2,1,0,6,5,6
11173,1,2,2,0,3,6,4,7,4,9
11174,0,2,0,4,3,2,7,6,1,6
11175,0,2,1,3,5,0,6,6,7,0
11176,0,2,1,1,3,0,7,3,7,5
11177,0,1,0,1,0,0,4,7,7,8
11178,0,2,3,4,0,0,0,2,9,1
11179,1,1,3,0,1,4,1,3,7,5
11180,0,0,3,1,2,5,0,2,6,5
11181,1,2,2,4,3,0,2,8,8,4
11182,0,2,0,3,4,5,6,6,2,0
11183,0,0,0,1,0,1,6,0,8,2
11184,0,2,3,4,4,5,7,6,0,9
11185,1,2,1,4,2,0,4,7,2,2
11186,0,1,2,1,0,0,1,0,7,10
11187,0,2,2,3,2,0,1,8,2,2
11188,0,2,0,0,4,1,3,4,1,0
11189,0,1,1,2,1,3,0,7,6,6
11190,0,0,2,2,5,5,4,5,6,8
11191,0,2,2,1,4,0,5,3,5,4
11192,0,0,3,3,1,5,5,7,4,8
11193,1,1,3,2,0,0,5,1,4,4
11194,1,2,3,3,5,6,1,3,3,1
11195,1,1,2,1,0,0,6,2,7,0
11196,1,2,1,0,4,4,1,3,5,7
11197,0,2,3,0,4,2,3,3,4,9
11198,0,0,2,2,2,2,4,0,2,3
11199,0,0,0,2,3,2,3,2,3,7
11200,0,2,2,1,2,1,0,6,3,0
11201,0,1,2,4,4,6,2,1,3,6
11202,0,0,1,0,1,5,5,1,4,3
11203,0,2,1,3,3,6,1,5,3,7
11204,1,0,0,1,4,1,3,6,6,5
11205,0,1,3,0,3,3,5,0,4,6
11206,0,1,1,3,1,5,3,4,3,3
11207,0,1,1,0,0,0,1,3,2,6
11208,0,2,1,2,2,3,7,1,5,6
11209,0,0,1,2,5,4,4,0,3,1
11210,1,1,1,4,5,0,1,8,1,1
11211,1,0,2,1,2,3,2,3,3,6
11212,0,1,0,0,2,5,3,2,1,10
11213,0,1,2,1,3,1,4,0,1,5
11214,0,2,0,4,4,2,3,5,7,10
11215,0,1,2,3,1,3,1,8,2,2
11216,0,0,3,1,4,0,5,1,2,9
11217,0,1,1,4,5,0,0,6,1,6
11218,1,0,0,4,1,5,6,2,0,0
11219,0,2,1,3,5,4,5,1,3,3
11220,1,0,3,3,0,2,0,8,3,9
11221,0,1,2,1,5,3,5,3,8,5
11222,0,1,3,1,4,1,2,0,5,0
11223,1,2,2,1,1,2,5,4,6,1
11224,0,2,2,4,1,1,6,1,0,1
11225,1,1,2,1,5,6,1,1,2,3
11226,0,0,3,0,4,5,0,3,4,10
11227,1,1,0,4,3,1,5,6,8,0
11228,0,1,2,3,3,3,4,8,7,7
11229,1,2,1,4,3,3,5,3,7,4
11230,1,1,2,1,3,1,0,7,4,2
11231,1,2,1,4,3,6,6,0,8,10
11232,0,0,0,0,2,1,0,0,5,6
11233,0,0,1,1,5,3,6,3,4,3
11234,1,0,1,3,3,6,2,1,5,6
11235,1,1,3,1,2,1,1,1,7,3
11236,0,0,1,0,1,0,3,1,0,0
11237,0,0,3,4,5,5,7,8,3,5
11238,0,2,0,1,4,6,2,3,5,1
11239,0,0,2,0,5,5,3,5,6,6
11240,0,1,2,0,4,4,6,5,8,2
11241,1,1,0,2,3,6,1,0,9,9
11242,0,1,0,0,0,0,3,0,8,2
11243,1,0,2,4,2,0,5,2,5,5
11244,1,1,3,0,0,4,0,8,2,1
11245,0,1,1,2,3,2,0,1,1,2
11246,0,0,0,0,4,6,4,8,0,7
11247,0,0,3,4,3,1,6,4,1,2
11248,0,2,1,3,3,4,7,6,1,6
11249,0,1,0,1,5,5,3,0,9,3
11250,1,1,1,2,4,5,0,6,9,8
11251,1,1,0,3,0,2,1,2,1,3
11252,1,2,0,3,5,2,2,6,9,0
11253,0,2,2,0,3,2,0,6,2,2
11254,0,0,0,4,1,0,4,4,3,5
11255,0,2,1,3,4,1,1,7,5,9
11256,0,2,2,4,2,1,1,6,8,5
11257,1,0,0,0,4,4,2,5,5,5
11258,0,0,3,1,4,2,1,5,8,0
11259,0,0,0,3,1,2,6,3,0,2
11260,0,2,3,0,1,3,5,3,7,2
11261,1,0,3,0,2,5,4,8,8,7
11262,0,1,2,1,1,1,1,4,3,10
11263,0,0,1,2,1,2,6,4,5,4
11264,1,1,3,4,1,4,0,0,7,9
11265,1,1,0,1,1,3,6,1,7,7
11266,1,2,1,0,0,3,7,3,6,1
11267,1,0,2,3,2,6,7,2,7,3
11268,0,1,0,2,3,2,5,2,9,4
11269,0,1,3,2,5,3,7,8,8,2
11270,1,2,3,3,5,5,7,1,8,8
11271,0,0,0,1,1,5,2,0,0,10
11272,1,0,3,1,4,2,6,7,1,1
11273,1,0,2,3,1,5,0,4,9,7
11274,1,0,2,2,4,0,0,6,5,8
11275,0,1,3,3,0,2,4,4,6,9
11276,0,2,2,4,0,3,1,4,2,3
11277,1,1,3,1,0,1,1,0,0,2
11278,0,0,3,0,5,3,1,6,0,2
11279,1,1,0,0,4,0,6,7,2,2
11280,1,0,1,2,3,5,1,0,5,10
11281,0,0,2,1,1,1,4,5,3,7
11282,1,1,2,1,0,5,0,1,0,2
11283,1,0,2,1,5,0,6,1,0,7
11284,1,1,0,0,2,0,4,2,2,9
11285,1,2,3,2,0,0,1,1,5,3
11286,0,1,3,2,4,6,1,6,7,3
11287,0,1,0,3,4,6,1,2,8,4
11288,0,2,3,4,5,2,7,0,4,10
11289,0,1,0,1,4,2,5,4,0,2
11290,1,2,1,4,1,4,3,1,8,2
11291,1,0,2,4,1,3,6,2,9,8
11292,1,1,0,2,1,5,4,3,1,6
11293,0,2,3,0,2,4,7,0,3,1
11294,1,1,0,1,5,6,4,0,3,4
11295,0,2,3,3,2,5,5,1,5,4
11296,1,2,3,0,3,0,3,2,6,5
11297,1,1,2,1,5,3,0,5,1,9
11298,0,1,2,0,5,4,5,8,9,5
11299,1,0,1,1,0,1,7,0,0,8
11300,0,1,3,1,3,4,4,6,5,4
11301,0,1,2,3,3,3,5,5,5,9
11302,0,0,3,4,5,2,0,0,6,7
11303,1,1,3,4,0,0,5,0,6,0
11304,1,1,0,0,3,2,4,4,2,7
11305,0,0,1,2,2,3,2,5,9,3
11306,1,0,3,1,1,0,1,1,8,7
11307,1,2,3,3,0,4,3,2,8,3
11308,1,1,3,0,4,4,5,8,2,7
11309,1,1,2,0,0,6,6,1,8,0
11310,0,2,1,2,4,2,0,0,4,0
11311,0,1,0,4,0,0,6,8,3,0
11312,0,0,1,2,0,3,2,0,4,5
11313,1,2,0,2,2,6,2,3,6,10
11314,0,1,0,4,4,0,6,3,5,1
11315,1,1,3,4,1,1,3,8,0,8
11316,1,0,1,3,1,6,2,3,3,5
11317,0,1,0,1,5,3,2,0,1,8
11318,1,2,0,2,3,0,0,8,8,5
11319,0,0,3,0,4,4,0,8,7,6
11320,1,1,2,3,3,5,0,2,2,1
11321,0,2,1,3,4,5,3,4,1,6
11322,1,2,2,1,4,3,5,3,6,3
11323,0,1,3,2,5,3,2,6,9,0
11324,1,0,2,0,3,5,5,6,0,8
11325,1,0,0,3,0,5,7,3,4,4
11326,0,2,0,3,4,6,6,2,4,0
11327,1,2,3,0,0,2,5,7,4,4
11328,1,1,3,4,5,1,3,4,7,3
11329,0,1,2,3,3,6,5,5,8,6
11330,1,2,2,2,5,4,6,4,7,9
11331,0,0,1,2,3,5,4,6,9,3
11332,1,2,0,3,0,4,0,2,9,8
11333,1,0,2,3,5,2,5,8,1,8
11334,1,1,1,4,5,1,3,5,2,10
11335,0,0,3,2,1,0,7,4,0,4
11336,1,1,0,3,5,5,7,2,8,9
11337,1,2,0,2,3,0,0,2,2,0
11338,0,1,1,0,2,6,4,0,4,6
11339,0,0,3,4,2,6,2,6,6,9
11340,1,1,1,0,4,6,7,2,9,8
11341,0,2,0,1,4,2,7,0,0,4
11342,0,2,3,4,0,3,6,1,4,2
11343,0,1,2,1,1,5,0,3,0,8
11344,0,1,3,1,0,0,6,8,5,7
11345,0,0,3,2,2,4,3,7,6,3
11346,0,0,0,0,2,0,0,1,8,9
11347,1,1,1,4,4,5,7,6,3,7
11348,1,0,2,0,4,0,6,6,3,5
11349,1,0,2,3,2,0,1,1,4,1
11350,1,1,2,2,3,4,0,6,3,1
11351,1,2,3,3,3,4,0,4,4,4
11352,0,0,2,0,0,1,1,8,7,1
11353,1,0,0,1,4,6,3,7,6,5
11354,1,1,2,1,2,5,6,5,5,4
11355,1,2,1,3,2,0,4,1,8,2
11356,0,2,3,0,5,6,2,5,2,9
11357,1,1,1,4,1,5,5,1,1,3
11358,0,0,3,2,1,6,5,2,2,5
11359,1,2,2,2,2,5,2,1,4,0
11360,1,1,2,1,3,2,5,0,6,0
11361,1,1,0,0,3,2,3,6,5,9
11362,0,0,1,2,2,3,6,1,7,0
11363,1,1,2,4,4,1,5,0,7,2
11364,0,0,0,4,1,5,0,2,4,10
11365,0,2,1,4,4,5,1,8,5,1
11366,1,0,2,2,4,1,0,4,5,10
11367,1,1,1,2,1,2,1,1,4,7
11368,1,2,2,3,3,5,1,4,2,1
11369,0,1,1,3,0,0,2,4,4,4
11370,0,1,3,1,1,0,7,7,9,8
11371,0,1,1,4,2,3,5,5,2,1
11372,1,0,3,3,4,3,4,8,9,5
11373,0,2,2,3,0,6,6,7,5,6
11374,1,1,0,1,1,0,5,3,2,1
11375,1,2,3,2,4,6,7,6,0,4
11376,0,0,3,2,3,3,7,4,4,7
11377,0,2,0,4,5,0,7,3,0,3
11378,1,2,2,4,2,6,1,6,9,1
11379,1,0,3,3,2,2,3,6,3,3
11380,0,1,1,3,5,3,5,2,2,5
11381,0,2,1,3,0,1,7,1,4,1
11382,1,1,2,3,0,0,4,2,3,0
11383,0,0,0,2,1,5,6,0,7,0
11384,1,1,2,1,2,3,0,4,6,9
11385,1,2,3,4,5,5,3,7,5,8
